ticker,name,market,country,sector,price,currency,high_52w,discount_52w,market_cap_mln,volume_k,smi,smi_ema,zone,signal,eps_ttm,sales_ttm_mln,quick_ratio,scanned_at
CWH,"Camping World Holdings, Inc.",USA,United States,Consumer Cyclical,6.63,USD,19.64,66.2,421.1,3504.5,-37.62,-45.3,Bearish,Strong BUY,-1.49,6369.1,0.23,2026-05-17T12:04:09.488796
SU,Suncor Energy  Inc.,USA,Canada,Energy,68.29,USD,70.29,2.8,80633.1,4780.5,52.6,54.34,OVERBOUGHT,Turning Up,3.84,52377.0,0.89,2026-05-17T12:04:09.681622
BVN,Buenaventura Mining Company Inc,USA,Peru,Basic Materials,34.29,USD,44.67,23.2,8709.2,1595.9,-24.17,-27.94,Bearish,BUY,3.3,1731.6,1.88,2026-05-17T12:04:10.159240
TRGP,"Targa Resources, Inc.",USA,United States,Energy,271.99,USD,273.11,0.4,58381.0,1463.4,56.01,53.31,OVERBOUGHT,BUY,9.79,17028.3,0.55,2026-05-17T12:04:10.298219
FANG,"Diamondback Energy, Inc.",USA,United States,Energy,203.56,USD,214.51,5.1,57264.1,3307.4,40.27,43.32,OVERBOUGHT,Turning Up,0.98,14929.0,0.4,2026-05-17T12:04:10.405589
OKE,"ONEOK, Inc.",USA,United States,Energy,92.32,USD,95.3,3.1,58164.6,4938.3,15.32,13.72,Bullish,BUY,5.61,33629.0,0.56,2026-05-17T12:04:10.561147
NMAX,"Newsmax, Inc.",USA,United States,Communication Services,7.2,USD,27.49,73.8,930.0,1551.5,-46.87,-45.18,OVERSOLD,Turning Up,-0.49,189.3,2.38,2026-05-17T12:04:10.684216
BIOA,"BioAge Labs, Inc.",USA,United States,Healthcare,17.66,USD,24.0,26.4,785.0,487.1,-41.29,-42.18,OVERSOLD,Strong BUY,-2.4,9.0,14.24,2026-05-17T12:04:10.815810
CCCC,"C4 Therapeutics, Inc.",USA,United States,Healthcare,3.56,USD,3.95,9.9,393.6,3054.2,9.07,3.47,Bullish,BUY,-1.1,35.9,7.81,2026-05-17T12:04:10.991497
UTI,Universal Technical Institute I,USA,United States,Consumer Defensive,39.56,USD,41.53,4.7,2178.2,732.0,35.11,37.21,Bullish,Turning Up,0.76,835.6,1.07,2026-05-17T12:04:11.060573
RLI,RLI Corp.,USA,United States,Financial Services,50.82,USD,77.24,34.2,4672.3,788.4,-74.09,-70.44,OVERSOLD,Turning Up,4.29,1882.4,,2026-05-17T12:04:11.121373
AMBP,Ardagh Metal Packaging S.A.,USA,Luxembourg,Consumer Cyclical,3.95,USD,5.03,21.5,2360.9,1528.6,-51.61,-53.09,OVERSOLD,Strong BUY,-0.01,5497.0,0.77,2026-05-17T12:04:11.177754
VIST,Vista Energy S.A.B. de C.V.,USA,Mexico,Energy,72.29,USD,79.2,8.7,7606.3,1701.2,17.36,21.45,Bullish,Turning Up,6.86,2474.2,,2026-05-17T12:04:11.209767
SAIL,"SailPoint, Inc.",USA,United States,Technology,13.5,USD,24.95,45.9,7657.5,3219.9,-32.57,-44.34,Bearish,Strong BUY,-0.54,,,2026-05-17T12:04:11.282187
RPRX,RPRX,USA,--,--,52.85,USD,53.47,1.2,23427.0,3323.8,78.69,77.36,OVERBOUGHT,BUY,,,,2026-05-17T12:04:11.459973
